257,301
250,303
250,310
244,312
233,308
237,312
235,319
229,320
228,313
223,317
210,321
219,326
212,332
205,327
209,326
199,333
205,336
202,342
195,342
195,337
189,347
198,350
196,357
189,354
184,360
185,371
191,368
193,377
186,378
186,385
194,389
198,396
193,396
186,391
193,400
196,405
200,403
206,408
202,414
199,410
209,420
215,420
223,425
218,426
226,430
236,431
232,434
239,439
247,440
248,445
254,445
261,449
258,453
269,456
266,462
272,470
285,466
296,474
285,479
278,479
281,487
295,486
310,484
313,492
302,495
292,497
300,502
312,504
322,503
331,504
343,511
334,512
324,512
316,512
309,510
322,516
334,517
347,517
355,521
359,528
353,526
345,523
355,534
360,539
363,545
360,545
363,553
361,558
362,564
358,572
360,577
361,567
356,579
356,584
349,585
351,589
346,592
341,592
342,597
338,598
332,597
331,603
325,605
320,607
318,612
310,617
243, 308
255, 301
270, 296
284, 284
295, 277
230, 315
214, 326
203, 336
141, 23
149, 36
165, 57
172, 75
184, 93
204, 113
209, 127
219, 134
231, 141
146, 54
275, 155
298, 166
317, 178
299, 492
308, 501
254, 305
279, 287
191, 353
217, 319
270, 456
278, 469
320, 503
338, 511
325, 182
328, 200
329, 218
303, 165
309, 171
320, 240
288, 477
246, 442
221, 424
192, 397
190, 369
354, 524
204, 213
168, 194
172, 191
162, 191
164, 197
201, 218
210, 215
154, 148
171, 267
159, 235
178, 245
166, 241
69, 431
70, 452
44, 468
35, 460
46, 449
54, 430
47, 445
49, 474
74, 435
67, 436
63, 453
53, 454
51, 442
86, 370
175, 268
211, 265
199, 268
140,13
177,90
232,141
319,174
333,228
295,274
240,310
204,339
192,392
220,428
276,471
328,506
353,538
354,579
321,611
269,664
136,7
183,93
233,143
291,160
340,221
282,290
201,346
201,400
237,444
291,480
331,514
357,560
284,661
268,655
362,540
257,447
185,351
239,303
299,264
333,196
286,149
192,118
141,40
119,6
101,5
113,56
14,90
6,4
100,5
682,4
614,49
525,78
521,145
538,241
585,270
608,303
635,328
568,348
583,386
595,435
641,447
639,511
635,578
634,650
713,648
722,11
693,4
390,18
368,20
363,3
379,3
387,13
567,4
556,64
590,49
585,6
163,2
187,80
219,130
286,149
339,177
342,220
320,261
252,313
202,344
196,377
203,400
252,439
284,458
340,502
366,536
362,579
326,612
279,667
261,667
314,602
350,575
354,547
335,523
289,500
236,443
187,405
183,345
210,317
284,273
318,223
306,178
237,150
186,114
121,43
106,1
135, 14
158, 47
323, 181
332, 208
263, 296
285, 475
304, 489
335, 508
283, 284
307, 261
326, 215
338, 215
194, 344
188, 362
191, 385
216, 422
266, 456
309, 503
346, 516
359, 541
209, 326
299, 161
205, 125
332, 193
330, 224
319, 250
133, 30
156, 65
152, 9
174, 58
283, 652
303, 627
318, 607
339, 595
353, 584
287, 487
240, 437
228, 136
314, 168
334, 177
162, 75
138, 43
191, 98
147, 24
119, 5
303, 167
274, 291
251, 440
275, 464
361, 551
267,296
286,283
330,216
307,166
164,66
279,469
293,485
309,495
325,509
207,326
186,361
190,388
262,453
250,441
230,431
211,418
196,400
284,157
237,140
216,132
149,32
206,216
167,192
127,13
149,7
298,635
311,616
326,602
343,590
360,535
339,515
142,12
151,38
173,67
192,99
218,133
251,147
299,163
328,187
333,215
321,248
207,217
262,297
206,334
189,364
204,416
231,430
267,454
295,482
320,503
350,519
