590,211
578,210
590,207
599,203
601,196
590,198
593,178
587,184
603,171
577,184
578,202
604,218
617,225
623,210
621,201
610,224
600,242
612,256
615,264
611,263
660,259
685,261
681,280
661,237
672,166
709,147
708,133
652,136
646,122
610,124
618,95
616,70
627,64
704,39
675,38
693,143
660,151
649,168
699,173
698,154
576,118
591,123
596,87
615,142
602,139
578,145
602,163
650,249
647,283
648,273
669,274
675,284
676,301
603,134
609,143
534,162
542,205
567,217
562,230
582,248
573,242
634,210
612,214
649,250
656,230
640,247
629,306
599,294
644,520
642,511
635,610
643,537
692,425
664,270
664,273
663,282
243,423
217,520
224,571
185,603
217,647
44,234
54,224
93,127
83,120
29,122
251,201
213,526
708,563
708,555
643,662
678,662
667,662
647,650
637,657
664,642
645,647
635,610
654,584
641,538
706,563
694,583
647,274
650,139
645,121
704,134
703,123
630,271
597,277
611,264
577,174
580,190
573,138
574,144
505,82

